Ticker_Name,Ticker,Texts,Like_Count,Datetime,Texts_Cleaned,negative,neutral,positive,compound,Date
garena,SE,"Blue Rose Knights - Charlotte 

Charlotte is the captain of Blue Rose Knights, a brave warrior who leads from the front. She hates men who just talk the talk, however, she always loses her composure in front of Yami.  

#BlackClover #BlackCloverMobile #RiseOfTheWizardKing #Garena https://t.co/hOnwcEUIWn",301,2023-04-12 14:02:58,blue rose knights charlotte charlotte captain blue rose knights brave warrior leads front hates men talk talk however always loses composure front yami blackclover blackclovermobile riseofthewizardking garena,0.16,0.736,0.104,-0.2023,2023-04-12
garena,SE,"It's time for Free Fire's weekly update and we've got some awesome collections for you!🚀

Top up only 1 diamond to grab Runestone Hyperbook and Magical Lamp emote from Faded Wheel this Friday💥
Plus, this Saturday the K.O. Fist is back, get ready to punch your way to victory✊ https://t.co/ISzadJ8cJq",41,2023-04-11 18:00:00,time free fires weekly update weve got awesome collections top diamond grab runestone hyperbook magical lamp emote faded wheel friday plus saturday ko fist back get ready punch way victory,0.0,0.639,0.361,0.9201,2023-04-11
garena,SE,"Get your hands on adorable Plushie bundles 🐨
by exchanging your tokens earned from daily missions in Free Fire's FFL Event! 😎

This event is available from today until April 16th.⏳ https://t.co/mMNjRe41Oq",14,2023-04-10 19:00:02,get hands adorable plushie bundles exchanging tokens earned daily missions free fires ffl event event available today april th,0.0,0.723,0.277,0.7579,2023-04-10
garena,SE,"$SE Sea Limited's Garena reported a 26% decline in quarterly active users in Q4.

But paid users (44m) saw the most damage, declining 43% down from 77m.

The quarterly paying user ratio has fallen 280bps to 9% in the last year. https://t.co/hKmX0hD41T",19,2023-03-07 21:16:02,se sea limiteds garena reported decline quarterly active users q paid users saw damage declining quarterly paying user ratio fallen bps last year,0.208,0.693,0.099,-0.4588,2023-03-07
garena,SE,"Idk what new tournament organizer Garena hired for esports this year but I really hope they make a change before GM5, I’ve always enjoyed watching but GM4 has been an absolute mess from start to finish",60,2023-03-05 15:15:17,idk new tournament organizer garena hired esports year really hope make change gm ive always enjoyed watching gm absolute mess start finish,0.137,0.634,0.229,0.5563,2023-03-05
garena,SE,"Smart Omega's SND is probably the best in the Garena region. They've toppled almost every giant they face in the game mode. What's riddling this squad right now from winning is their respawns. It's exactly the problem they faced last year. 

Short Thread; https://t.co/ZJ3sGydrag",96,2023-02-28 09:08:20,smart omegas snd probably best garena region theyve toppled almost every giant face game mode whats riddling squad right winning respawns exactly problem faced last year short thread,0.073,0.649,0.278,0.8225,2023-02-28
garena,SE,"Chiraq rose up and took away the #2 Spot from Yato with 1.21 Kills Per Round. He's been looking solid for SKADI. Are we seeing a star in the making?🌟🤔

Garena Masters IV | S&amp;D Kill Per Round Leaderboards | Week 3 #CoDMobile https://t.co/NtS9Pa4Esb",14,2023-03-01 00:00:01,chiraq rose took away spot yato kills per round hes looking solid skadi seeing star making garena masters iv sampd kill per round leaderboards week codmobile,0.25,0.701,0.049,-0.8225,2023-03-01
shopee,SE,"𝖳𝗈𝖽𝖺𝗒'𝗌 𝖬𝖺𝗂𝗅 ㅡ ✦ʚ♡ɞ✦ 

My new cute stuffs has arrived safely! 💌 I bought this randomly from a small business on shopee, I'm so glad that my Taeil's poca finally not (bugil) anymore. Thank you! #hi_aidorable ୨୧ https://t.co/Jic4Gh4If3",30,2023-03-30 04:41:19,new cute stuffs arrived safely bought randomly small business shopee im glad taeils poca finally bugil anymore thank hiaidorable,0.0,0.562,0.438,0.8934,2023-03-30
shopee,SE,"Free string, stencil &amp; stringing services with every purchase of selected VICTOR player rackets from our Shopee &amp; LAZADA! 🏸

Choose your desired tension and our professional stringers will expertly string your new racket together with free stencil service ✨

#VICTOR #ReadyToWin https://t.co/DlmRxPk3hb",15,2023-03-28 04:34:35,free string stencil amp stringing services every purchase selected victor player rackets shopee amp lazada choose desired tension professional stringers expertly string new racket together free stencil service victor readytowin,0.062,0.703,0.235,0.7506,2023-03-28
shopee,SE,"🇲🇾 GIVEAWAY 

🔳 (NO POB) LE SSERAFIM  - 1st Album [Unforgiven]_Compact Version

Need to :
🪧 Like
🪧 Retweet
🪧 Drop Username 

End in 24 HOURS. 🪢

Only for Malaysian since I will buy it from shopee. 🔥

#LESSERAFIM
#FEARNOT
#MALAYSIA
#UNFORGIVEN
#SHOPEE",58,2023-04-03 10:25:01,giveaway pob le sserafim st album unforgivencompact version need like retweet drop username end hours malaysian since buy shopee lesserafim fearnot malaysia unforgiven shopee,0.079,0.827,0.094,0.1027,2023-04-03
shopee,SE,"🎁 MYSTERY K-POP GIVEAWAYS 🎁

Ready for another round of #ShopeeKPerks giveaways, Shopee Besties? 😉

Get a chance to take home an album from your favorite YG groups  COMING SOON ✨

T&amp;Cs apply: https://t.co/OiGRpaZnCj https://t.co/jptFuIU2e4",429,2023-04-03 02:00:00,mystery kpop giveaways ready another round shopeekperks giveaways shopee besties get chance take home album favorite yg groups coming soon tampcs apply,0.0,0.717,0.283,0.7579,2023-04-03
shopee,SE,"HELLOOOO! 
FOR EXO'S 11TH ANNIVERSARY, I'M GONNA GIVEAWAY RANDOM EXO UNSEALED ALBUM/S FROM MY PERSONAL COLLECTION

RT THIS AND FOLLOW THE SHOPEE SHOP: https://t.co/qCUV4d7950

REPLY SS OF PROOF WITH 
“Happy 11th Anniversary, @weareoneEXO #11YearsWithEXO”

SF: WINNER https://t.co/CcDlZaXBtH",49,2023-04-05 16:20:46,helloooo exos th anniversary im gonna giveaway random exo unsealed albums personal collection rt follow shopee shop reply ss proof happy th anniversary yearswithexo sf winner,0.0,0.762,0.238,0.8176,2023-04-05
shopee,SE,Finally the remaining balance of my TNCT albums from Shopee arrived my place (still waiting for 4 more parcels tho)… hmm I hope u guys understand why i felt really sad when I didnt win Shopee fansign for TXT the other day 🥲 https://t.co/1WgyQaqybY,88,2023-04-04 11:20:28,finally remaining balance tnct albums shopee arrived place still waiting parcels tho hmm hope u guys understand felt really sad didnt win shopee fansign txt day,0.213,0.696,0.092,-0.5898,2023-04-04
shopee,SE,"The prequel to #aBossandaBabe

It's about Three and Zo, as you already know

I just noticed that under the title, there's this text that reads ""A Gamer and His Clumsy Nong""

Didn't know Ohm had to play a clumsy character 😂

Note: The photo below is taken from Shopee

#ohmtpk https://t.co/fSVPtDXLqt",31,2023-04-02 17:44:28,prequel abossandababe three zo already know noticed title theres text reads gamer clumsy nong didnt know ohm play clumsy character note photo taken shopee ohmtpk,0.078,0.922,0.0,-0.2584,2023-04-02
shopee,SE,"✨Mingyu’s Birthday Giveaway✨

GyuDood baby gold and GyuDay tote bag for 2 winners.
Simply RT this post to win, ends monday, 3rd april, 7pm!

Checkout from shopee👍🏻 https://t.co/fHc6BJP6Vb",371,2023-04-02 11:53:39,mingyus birthday giveaway gyudood baby gold gyuday tote bag winners simply rt post win ends monday rd april pm checkout shopee,0.0,0.734,0.266,0.7845,2023-04-02
shopee,SE,"Sale and New Items Alert! Nasa Shopee na po ang JerLena Merch Box and individual excess merch! We're also on sale up to 50% limited items from April 4-6, 2023! Budol na!😉

Shop here: https://t.co/3T0ScVbpE4 https://t.co/l6AP1G6V5d",44,2023-04-03 12:24:57,sale new items alert nasa shopee na po ang jerlena merch box individual excess merch also sale limited items april budol na shop,0.199,0.722,0.079,-0.5106,2023-04-03
shopee,SE,i took the risk i ordered the unofficial manifesto hoodie from shopee 🥹 will update once it’s here and the quality hehe,14,2023-03-23 15:42:57,took risk ordered unofficial manifesto hoodie shopee update quality hehe,0.189,0.811,0.0,-0.2732,2023-03-23
shopee,SE,"#SYPH_UPDATES

SHIPPING, PENDING GO’s, INC ITEMS, PHOTO UPDATES

also added specific updates on Pink Christmas since few of you are still asking po, check 2nd photo ~ until 28 nadaw po yung shipping na nila.

will be active next week + will post onhands from shopee! https://t.co/vhU6r4ghFP",24,2023-03-23 16:23:00,syphupdates shipping pending gos inc items photo updates also added specific updates pink christmas since still asking po check nd photo nadaw po yung shipping na nila active next week post onhands shopee,0.18,0.752,0.068,-0.6705,2023-03-23
shopee,SE,"Flaunt a vibrant look this summer with the men's floral button-down shirt 🌸and matching denim shorts from BNY!🩳🤩

Shop now🛒 and check what's in store for you .👇
https://t.co/vFgSdPBgnN, Shopee, Lazada, Zalora, TikTok shop, and https://t.co/b2rTu5lNJY ♥
#bnycomfysummer https://t.co/WDruw79S8f",43,2023-03-22 02:00:01,flaunt vibrant look summer mens floral buttondown shirt matching denim shorts bny shop check whats store shopee lazada zalora tiktok shop bnycomfysummer,0.0,0.861,0.139,0.5267,2023-03-22
shopee,SE,"NOTICE 📣

TWICE CANDYBONG INFINITY WITHMUU SPECIAL GIFT
- photocard set (9pcs) different from JYP Shop POB

Those who ordered prior to the announcement will get this POB as well. 

Secured already, website &amp; Shopee link still open for orders! 🤍👇

📌ph go candybong infinity https://t.co/bSkLJpZsuK",29,2023-03-22 05:08:09,notice twice candybong infinity withmuu special gift photocard set pcs different jyp shop pob ordered prior announcement get pob well secured already website amp shopee link still open orders ph go candybong infinity,0.0,0.736,0.264,0.8555,2023-03-22
shopee,SE,"Cop @iamandrea_b’s lucky look! 

Makeup from Lucky Beauty ✨

Shop on the following online platforms ⤵️

Shopee: https://t.co/ZOYZz9rIEr
Lazada: https://t.co/aa9SuujQYW
TikTok: https://t.co/mRHNd1tbqW https://t.co/YOdyNL0GuT",64,2023-03-24 12:58:08,cop lucky look makeup lucky beauty shop following online platforms shopee lazada tiktok,0.0,0.515,0.485,0.8555,2023-03-24
shopee,SE,@muhdnqiuddin I would recommend the Isntree Green Tea Toner. Lightweight and very hydrating. Great for red spots and rich in antioxidants. Free from fragrances (which i always look for) and green tea smells nice (to some people). Price may vary from different seller in shopee but it is still… https://t.co/vc614uZlYL,15,2023-03-23 05:30:18,would recommend isntree green tea toner lightweight hydrating great red spots rich antioxidants free fragrances always look green tea smells nice people price may vary different seller shopee still,0.0,0.596,0.404,0.946,2023-03-23
shopee,SE,"Jongin said he has that red ferrari car and he said he bought it at bgzt. He usually buy his legos from daangn market, and bgzt market. He even has lego keyword alarm turn on in lifetime😂😂

(Those online market is like shopee if you live in SEA) https://t.co/BQiNFpr9YV",1647,2023-03-22 09:51:27,jongin said red ferrari car said bought bgzt usually buy legos daangn market bgzt market even lego keyword alarm turn lifetime online market like shopee live sea,0.08,0.836,0.084,0.0258,2023-03-22
shopee,SE,"🧚🏻‍♀️ PRE-ORDER DDOING (doyoung인형) 🧚🏻‍♀️

⚪️ doyoung bunny amigurumi doll
⚪️ handmade crochet •by celestedo0•

🔴 size about 10cm
🟡 IDR 82.000 (in. packing &amp; admin fee) dp 40.000
🟢 shipping via shopee from Malang

🔵 interested? DM for order ^^

⚫️ RT 💗 is highly appreciate! https://t.co/q8KcuPW2r9",12,2023-03-20 04:07:56,preorder ddoing doyoung doyoung bunny amigurumi doll handmade crochet celestedo size cm idr packing amp admin fee dp shipping via shopee malang interested dm order rt highly appreciate,0.0,0.82,0.18,0.6901,2023-03-20
shopee,SE,"PH GO • #JoahaeyoPHGO

TWICE CANDYBONG ∞ 
TWICE + ONCE = ∞

WITHMUU
PHP 2,420

DOPs: 
Atleast PHP 300 til April 05
Bal + LSF til May 05
https://t.co/W5q4nQtCsy

SHOPEE COD
https://t.co/2DfBBY3Srf

Release: May 2023
Special gift / POB is tentative!

WITH FREEBIES FROM US! 🤍 https://t.co/ZdoE1BbyLQ",179,2023-03-20 05:45:24,ph go joahaeyophgo twice candybong twice withmuu php dops atleast php til april bal lsf til may shopee cod release may special gift pob tentative freebies us,0.0,0.741,0.259,0.8126,2023-03-20
shopee,SE,"REMINDER🍒

The pre-order of #LoeyStick is still on-going, don’t miss the chance!🥰

✅ Shipping from Indonesia for orders less than 20pcs, above 20 from China.
✅ Shopee checkout is available! 
✅ Shipping date for ready stocks from Philippines by 4th April.

DM for inquires!",44,2023-03-22 12:48:47,reminder preorder loeystick still ongoing dont miss chance shipping indonesia orders less pcs china shopee checkout available shipping date ready stocks philippines th april dm inquires,0.061,0.802,0.137,0.2969,2023-03-22
shopee,SE,@My_MGAG People who buy NFC TnG from Shopee reseller rn: https://t.co/QQhbmv17vh,15,2023-03-22 10:21:39,people buy nfc tng shopee reseller rn,0.381,0.619,0.0,-0.5719,2023-03-22
shopee,SE,Drop a school supply you need from shopee ✨ @TiNEALNAH23 will read through the comments ✨ @JackBenjaminz is awake today so maybe he will help read too 😂,208,2023-03-21 03:25:50,drop school supply need shopee read comments awake today maybe help read,0.142,0.676,0.182,0.1531,2023-03-21
shopee,SE,"Hearing gu meng from the background music of a  shopee live's seller of all places, really make me miss him very very much. 

I miss you so much zhe han.",29,2023-03-26 10:20:36,hearing gu meng background music shopee lives seller places really make miss much miss much zhe han,0.2,0.8,0.0,-0.4131,2023-03-26
shopee,SE,"🇵🇭 Pls Help RT 🥺🙏

Not KPOP Related but if you're someone who likes desserts maybe you'd like to try my Edible Cookie Dough? 🍪

₱130 / 200g
9 on-hand now from 14 I made yesterday. Will restock again if if goes OOS this week.

Available on my Shopee: https://t.co/WFVCMm5tCi https://t.co/kY9adpQsT5",20,2023-03-26 08:23:51,pls help rt kpop related youre someone likes desserts maybe youd like try edible cookie dough g onhand made yesterday restock goes oos week available shopee,0.0,0.693,0.307,0.8074,2023-03-26
shopee,SE,"Stay tuned for shipping details and other info. Don't forget to check your message inbox from time to time.

+ Shopee : https://t.co/4ixtzJiC2p
+ Lazada : https://t.co/ygZAKxtidT
+ Form : https://t.co/49ShvdqsiJ

#PLUUS #PLUUSDebut #PLUUSMiniAlbum #SBTrendMall #TimeToClick",38,2023-03-27 10:00:16,stay tuned shipping details info dont forget check message inbox time time shopee lazada form pluus pluusdebut pluusminialbum sbtrendmall timetoclick,0.0,0.919,0.081,0.1695,2023-03-27
shopee,SE,"Halooow mga TEAM BAHAY/LABAS nung HSLOTPH!!! I will be giving away Harry's House album hihihi ioorder ko palang kaya wala pa ako pic ☺️

Like and quote with ur fav song from the album. 🏠 A follow is appreciated din naman 🤍

Shipping nationwide via shopee checkout 🌈",137,2023-03-25 11:05:08,halooow mga team bahaylabas nung hslotph giving away harrys house album hihihi ioorder ko palang kaya wala pa ako pic like quote ur fav song album follow appreciated din naman shipping nationwide via shopee checkout,0.0,0.735,0.265,0.8807,2023-03-25
shopee,SE,"🎀 this is not from shopee pero these are the desks i personally recommend from ikea

(best seller) micke: https://t.co/t0CZD1K0DS (i have this one)

alex: https://t.co/sEsGuuwceK

lagkapten: https://t.co/fnF0je3xD0 https://t.co/CXsH7Wx7di",97,2023-03-26 17:26:33,shopee pero desks personally recommend ikea best seller micke one alex lagkapten,0.0,0.599,0.401,0.7717,2023-03-26
shopee,SE,"I'm so confused, when i ask yes staff from shopee diorang cakap takde meet and greet pulak,mana yg betul sebenarnya ni confused laaa wehhh @Yes_5G #TDS2inKL https://t.co/7xFEMNedxi",62,2023-04-15 08:28:39,im confused ask yes staff shopee diorang cakap takde meet greet pulakmana yg betul sebenarnya ni confused laaa wehhh tdsinkl,0.18,0.625,0.195,0.1027,2023-04-15
shopee,SE,HOLY SHIT 😭😭😭 I WON THE SIGNED POLA FROM THE SHOPEE VCE😭😭😭😭 BRUH 😭😭😭😭 IM CRYING SO HARD RN https://t.co/U0j83M0e1s,26,2023-04-15 12:43:02,holy shit signed pola shopee vce bruh im crying hard rn,0.503,0.497,0.0,-0.7964,2023-04-15
shopee,SE,"Hi, I’ll be giving away 1 supporter badge kay Ohmyvee! just follow thè mechanics 

- Show me some screenshots that you follow veewise account and their shopee acc as well.

- Then comment, What are the things that you admire from V33Wise.

( will pick winner on friday:) )",35,2023-04-15 18:02:55,hi ill giving away supporter badge kay ohmyvee follow th mechanics show screenshots follow veewise account shopee acc well comment things admire vwise pick winner friday,0.077,0.551,0.372,0.8658,2023-04-15
shopee,SE,"#zoenotify

helloo 🧚🏼‍♀️

update: finally na cancel na ni shopee yung order ko na packing mats from that shop (left pic) ! i immediately checked out sa back up na binibilhan ko ng packing mats (right pic) ! 🥹

apologies for the delays ! sana before this week ends dumating na. 🫶🏻 https://t.co/kKvYIPzxW9",18,2023-04-14 01:26:51,zoenotify helloo update finally na cancel na ni shopee yung order ko na packing mats shop left pic immediately checked sa back na binibilhan ko ng packing mats right pic apologies delays sana week ends dumating na,0.053,0.947,0.0,-0.25,2023-04-14
shopee,SE,"@joshieesworld @dyradyre Got the same message from 2 different numbers yesterday, I coincidentally have a parcel on Shopee that was delayed so at first I thought that might be it. But the J&amp;T page and URL looked really suspicious so I ignored it.

A check on Whoscall and TrueCaller confirms it. https://t.co/lSEGGa3ME7",18,2023-04-16 10:05:52,got message different numbers yesterday coincidentally parcel shopee delayed first thought might jampt page url looked really suspicious ignored check whoscall truecaller confirms,0.267,0.733,0.0,-0.7408,2023-04-16
shopee,SE,"Shopee game
Post a number from 1 to 100
Post what your request is
2+ winners
Starting in 30 minutes",68,2023-04-15 04:00:07,shopee game post number post request winners starting minutes,0.0,0.614,0.386,0.5267,2023-04-15
shopee,SE,Just bought another 2 set of baju raya from Zalora. I mean 2 sets of Lubna for RM132??? Why wouldn't I beli? Lol. So dah ada 4 sets of Baju Melayu with the total of RM262 from Shopee and Zalora lolol.,16,2023-04-16 15:48:58,bought another set baju raya zalora mean sets lubna rm wouldnt beli lol dah ada sets baju melayu total rm shopee zalora lolol,0.096,0.904,0.0,-0.3252,2023-04-16
shopee,SE,"♡ MMF PH ♡

📍 MAMAMOO+ - 1st Single Album [ACT 1, SCENE 1]

‼️Interest Check! Not yet claiming tweet!

‼️ NORMAL VER + LIMITED VER + POSTERS
+ Freebies from me + free complete citt album

💸 ₱2888 + LSF (+₱220 if shopee)

✈️ONHAND / FETA via EMS

🏷 WTS LFB
🇵🇭 PH ONLY https://t.co/xbRhi5mY7E",15,2023-04-13 05:05:58,mmf ph mamamoo st single album act scene interest check yet claiming tweet normal ver limited ver posters freebies free complete citt album lsf shopee onhand feta via ems wts lfb ph,0.049,0.718,0.233,0.802,2023-04-13
shopee,SE,"🖤💜.•SHOPEE CART/WISHLIST GIVEAWAY! (1 winner)

note:
— max of ₱100
— winner must willing to pay the sf

mechanics:
ఌ︎. mbfm
ఌ︎. rt like
ఌ︎. drop link or ss of 1 item from your shopee cart/wishlist

ends: saturday (10pm) ^^",208,2023-04-13 15:11:14,shopee cartwishlist giveaway winner note max winner must willing pay sf mechanics mbfm rt like drop link ss item shopee cartwishlist ends saturday pm,0.107,0.583,0.31,0.8225,2023-04-13
shopee,SE,"Easy Peasy Mini Sling is made from Durable Water Repellent Polyester Canvas. This series is dedicated for Adult, but still, since the strap is adjustable, so it suits well on your kids too✨

https://t.co/elsHTuozvT https://t.co/Mx5t1i9VU8",188,2023-04-13 15:34:30,easy peasy mini sling made durable water repellent polyester canvas series dedicated adult still since strap adjustable suits well kids,0.0,0.68,0.32,0.7906,2023-04-13
shopee,SE,"Of course my baju is cantik! It’s from none other than @tuan_tengkukery ! If you want to feel the fabric and my perfume. Come to Star Vendors at KLCC from today until Monday 10AM. Visit ANYTIME during these days!

Or !! Shopee pun ada je ! https://t.co/2uPAPWJ9In",19,2023-04-14 20:20:35,course baju cantik none want feel fabric perfume come star vendors klcc today monday visit anytime days shopee pun ada je,0.058,0.942,0.0,-0.0572,2023-04-14
shopee,SE,"#PARKGUNWOOK FINAL VOTING GIVEAWAY !! 

to all fandom can join, INA ONLY 🫶🏼

✦ PRIZES ✦ 
~ 250.000 idr for 1 winner 
~ 2photocards for 1 winner 
~ checkout your shopping list in shopee ( barang apapun ya ga mesti barang about kpop, start from 50k - 100k ) for 3 winner https://t.co/nmdxGCuy8v",200,2023-04-14 07:29:03,parkgunwook final voting giveaway fandom join ina prizes idr winner photocards winner checkout shopping list shopee barang apapun ya ga mesti barang kpop start k k winner,0.0,0.546,0.454,0.9485,2023-04-14
shopee,SE,"store is live! I hope you find something you like 💖✨
🛒: https://t.co/t1Enbczj0S

for orders above 300php, don’t forget to use the discount code from my shop! also, if you would like the prints to be signed, dm me or add it in the order notes :&gt;&gt; https://t.co/gP68Cq2t9x",39,2023-04-14 10:01:25,store live hope find something like orders php dont forget use discount code shop also would like prints signed dm add order notes gtgt,0.0,0.676,0.324,0.8208,2023-04-14
shopee,SE,The audacity to call yourself Shopee EXPRESS. It's been 5 days and my order from JB to JB has not reached me.,29,2023-04-14 03:50:20,audacity call shopee express days order jb jb reached,0.0,0.851,0.149,0.1027,2023-04-14
shopee,SE,"🧸 DUBU GIVEAWAY 🧸

2 winners of 100 pesos
1 winner of collbook of your choice max bud 200 from shopee

rules:
Like and Rt this and the qrt below
Mbf
Mention 2-3 moots in this tweet

Will once all of these are sold / 70-80% are sold",83,2023-04-14 06:31:59,dubu giveaway winners pesos winner collbook choice max bud shopee rules like rt qrt mbf mention moots tweet sold sold,0.0,0.644,0.356,0.8555,2023-04-14
shopee,SE,"🍀✨ Wind and Wish Shopee thread from trusted k-shops!
#pasarBTOB

All are full payment and free shipping postage depending on vouchers availability. 

This thread is to make it easier for those who opted for faster ETA and full payment like me 😗 https://t.co/h0TUzHQ9uI",24,2023-04-14 13:01:57,wind wish shopee thread trusted kshops pasarbtob full payment free shipping postage depending vouchers availability thread make easier opted faster eta full payment like,0.0,0.569,0.431,0.9246,2023-04-14
shopee,SE,"Shine like the sun, be youthful. Using this bag, you'll be always shining and gorgeous. Come in 4 colors, that will match with your everyday living. A well-made adjustable strap will assist you switch from a casual look to a fashionable one✨

https://t.co/I0sSzyGrnX https://t.co/cb77jIoUKZ",45,2023-04-19 07:49:34,shine like sun youthful using bag youll always shining gorgeous come colors match everyday living wellmade adjustable strap assist switch casual look fashionable one,0.0,0.654,0.346,0.8625,2023-04-19
shopee,SE,"Hello Interfans 💕 For those who ordered Trofi from Shopee, please reply to their message in the app with 
1. Your full name 
2. Your full address
3. The postal code
4. Your phone number 

**Please do this before 21 April! Spread the news 🥰 Thank you guys 

◡̈ ⑅ ꒰ @fort_fts…",38,2023-04-19 11:24:38,hello interfans ordered trofi shopee please reply message app full name full address postal code phone number please april spread news thank guys,0.0,0.693,0.307,0.7506,2023-04-19
shopee,SE,"Shine like the sun, be youthful. Using this bag, you'll be always shining and gorgeous. Come in 4 colors, that will match with your everyday living. A well-made adjustable strap will assist you switch from a casual look to a fashionable one✨

https://t.co/I0sSzyGrnX https://t.co/cb77jIoUKZ",45,2023-04-19 07:49:34,shine like sun youthful using bag youll always shining gorgeous come colors match everyday living wellmade adjustable strap assist switch casual look fashionable one,0.0,0.654,0.346,0.8625,2023-04-19
shopee,SE,"Hello Interfans 💕 For those who ordered Trofi from Shopee, please reply to their message in the app with 
1. Your full name 
2. Your full address
3. The postal code
4. Your phone number 

**Please do this before 21 April! Spread the news 🥰 Thank you guys 

◡̈ ⑅ ꒰ @fort_fts…",38,2023-04-19 11:24:38,hello interfans ordered trofi shopee please reply message app full name full address postal code phone number please april spread news thank guys,0.0,0.693,0.307,0.7506,2023-04-19
shopee,SE,"Sharing some of my cutie DB merch. The couple acrylics and Donny’s are from @oriel_angelica . Thanks for accomodating me! And Belle’s (although smaller) is from a shopee shop haha.. the AIL tumblr is from @Affordabubble ! 

#DonBelle
#DonnyPangilinan #BelleMariano https://t.co/SKW2z6SVKu",39,2023-04-17 10:33:48,sharing cutie db merch couple acrylics donnys thanks accomodating belles although smaller shopee shop haha ail tumblr donbelle donnypangilinan bellemariano,0.0,0.588,0.412,0.8807,2023-04-17
shopee,SE,"🍞 . . an order for @orphicpen

— iced vanilla , muffins

💌: hey, mx azi. i just want to thank you for sharing the story of hishi, jico and slyren with us. the shopee au series has been my comfort and made me very happy 😸💋🧡

from: 🍑 https://t.co/VEE4wAY8lU",15,2023-04-16 05:06:27,order iced vanilla muffins hey mx azi want thank sharing story hishi jico slyren us shopee au series comfort made happy,0.0,0.556,0.444,0.8957,2023-04-16
